KNN,lr,NB,hard-vote,soft-vote,DBSCAN
0.4117647058823529,0.5,0.5,0.6176470588235294,0.5588235294117647,-0.08881413
0.5,0.3235294117647059,0.5,0.4411764705882353,0.5,-0.08881413
0.38235294117647056,0.3235294117647059,0.5882352941176471,0.38235294117647056,0.38235294117647056,-0.08881413
0.35294117647058826,0.4411764705882353,0.47058823529411764,0.4117647058823529,0.4411764705882353,-0.08881413
0.47058823529411764,0.38235294117647056,0.4411764705882353,0.4117647058823529,0.5294117647058824,-0.08881413
0.38235294117647056,0.4117647058823529,0.4411764705882353,0.35294117647058826,0.35294117647058826,-0.08881413
0.5882352941176471,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.4411764705882353,-0.08881413
0.35294117647058826,0.38235294117647056,0.5588235294117647,0.5,0.5294117647058824,-0.08881413
0.38235294117647056,0.38235294117647056,0.4117647058823529,0.4117647058823529,0.47058823529411764,-0.08881413
0.4117647058823529,0.47058823529411764,0.4117647058823529,0.5,0.5294117647058824,-0.08881413
0.4117647058823529,0.38235294117647056,0.4117647058823529,0.4411764705882353,0.47058823529411764,-0.08881413
0.29411764705882354,0.35294117647058826,0.29411764705882354,0.38235294117647056,0.35294117647058826,-0.08881413
0.6176470588235294,0.5882352941176471,0.7352941176470589,0.7647058823529411,0.7352941176470589,-0.08881413
0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5588235294117647,-0.08881413
0.4411764705882353,0.47058823529411764,0.4117647058823529,0.4411764705882353,0.4411764705882353,-0.08881413
0.2647058823529412,0.29411764705882354,0.35294117647058826,0.3235294117647059,0.38235294117647056,-0.08881413
0.5,0.4411764705882353,0.47058823529411764,0.47058823529411764,0.4411764705882353,-0.08881413
0.4117647058823529,0.4411764705882353,0.5,0.47058823529411764,0.4411764705882353,-0.08881413
0.4117647058823529,0.3235294117647059,0.4411764705882353,0.4411764705882353,0.38235294117647056,-0.08881413
0.47058823529411764,0.47058823529411764,0.5294117647058824,0.47058823529411764,0.47058823529411764,-0.08881413
0.38235294117647056,0.4411764705882353,0.47058823529411764,0.5588235294117647,0.47058823529411764,-0.08881413
0.35294117647058826,0.47058823529411764,0.4117647058823529,0.4117647058823529,0.4117647058823529,-0.08881413
0.38235294117647056,0.47058823529411764,0.5,0.4117647058823529,0.47058823529411764,-0.08881413
0.47058823529411764,0.47058823529411764,0.5588235294117647,0.5588235294117647,0.6176470588235294,-0.08881413
0.35294117647058826,0.4117647058823529,0.47058823529411764,0.4411764705882353,0.4117647058823529,-0.08881413
0.5294117647058824,0.4411764705882353,0.5588235294117647,0.5294117647058824,0.5,-0.08881413
0.38235294117647056,0.4117647058823529,0.5294117647058824,0.4411764705882353,0.4411764705882353,-0.08881413
0.4411764705882353,0.5294117647058824,0.5294117647058824,0.5,0.5882352941176471,-0.08881413
0.5588235294117647,0.5588235294117647,0.5294117647058824,0.5882352941176471,0.5882352941176471,-0.08881413
0.5,0.4411764705882353,0.5,0.4411764705882353,0.5,-0.08881413
0.35294117647058826,0.47058823529411764,0.5882352941176471,0.5294117647058824,0.5588235294117647,-0.08881413
0.2647058823529412,0.2647058823529412,0.4117647058823529,0.3235294117647059,0.38235294117647056,-0.08881413
0.4117647058823529,0.4117647058823529,0.35294117647058826,0.4117647058823529,0.38235294117647056,-0.08881413
0.3235294117647059,0.29411764705882354,0.38235294117647056,0.35294117647058826,0.3235294117647059,-0.08881413
0.5,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,-0.08881413
0.38235294117647056,0.4411764705882353,0.5294117647058824,0.4117647058823529,0.4117647058823529,-0.08881413
0.47058823529411764,0.4411764705882353,0.6470588235294118,0.6176470588235294,0.5588235294117647,-0.08881413
0.38235294117647056,0.4117647058823529,0.47058823529411764,0.38235294117647056,0.4411764705882353,-0.08881413
0.2647058823529412,0.3235294117647059,0.5,0.35294117647058826,0.38235294117647056,-0.08881413
0.35294117647058826,0.4117647058823529,0.5,0.47058823529411764,0.4117647058823529,-0.08881413
0.3235294117647059,0.47058823529411764,0.47058823529411764,0.4411764705882353,0.4117647058823529,-0.08881413
0.35294117647058826,0.4117647058823529,0.4117647058823529,0.38235294117647056,0.47058823529411764,-0.08881413
0.2647058823529412,0.4117647058823529,0.5,0.5,0.5294117647058824,-0.08881413
0.5588235294117647,0.5,0.5294117647058824,0.5,0.5294117647058824,-0.08881413
0.38235294117647056,0.5,0.5294117647058824,0.5,0.4411764705882353,-0.08881413
0.4117647058823529,0.3235294117647059,0.47058823529411764,0.4411764705882353,0.35294117647058826,-0.08881413
0.4117647058823529,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.38235294117647056,-0.08881413
0.5294117647058824,0.4117647058823529,0.5882352941176471,0.47058823529411764,0.47058823529411764,-0.08881413
0.4411764705882353,0.29411764705882354,0.47058823529411764,0.47058823529411764,0.4411764705882353,-0.08881413
0.47058823529411764,0.4411764705882353,0.38235294117647056,0.38235294117647056,0.38235294117647056,-0.08881413
0.5,0.3235294117647059,0.5294117647058824,0.4411764705882353,0.5,-0.08881413
0.23529411764705882,0.5,0.47058823529411764,0.4411764705882353,0.4117647058823529,-0.08881413
0.29411764705882354,0.5,0.47058823529411764,0.5,0.47058823529411764,-0.08881413
0.47058823529411764,0.3235294117647059,0.4411764705882353,0.4117647058823529,0.4117647058823529,-0.08881413
0.2647058823529412,0.3235294117647059,0.4411764705882353,0.3235294117647059,0.4411764705882353,-0.08881413
0.47058823529411764,0.5294117647058824,0.47058823529411764,0.5588235294117647,0.5,-0.08881413
0.4411764705882353,0.47058823529411764,0.5294117647058824,0.5882352941176471,0.5588235294117647,-0.08881413
0.5,0.47058823529411764,0.47058823529411764,0.5,0.4411764705882353,-0.08881413
0.3235294117647059,0.3235294117647059,0.29411764705882354,0.35294117647058826,0.35294117647058826,-0.08881413
0.3235294117647059,0.29411764705882354,0.38235294117647056,0.38235294117647056,0.38235294117647056,-0.08881413
0.5294117647058824,0.4117647058823529,0.5,0.47058823529411764,0.5,-0.08881413
0.2647058823529412,0.4117647058823529,0.47058823529411764,0.4117647058823529,0.5,-0.08881413
0.5294117647058824,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4117647058823529,-0.08881413
0.20588235294117646,0.38235294117647056,0.38235294117647056,0.38235294117647056,0.4117647058823529,-0.08881413
0.35294117647058826,0.47058823529411764,0.5,0.4411764705882353,0.47058823529411764,-0.08881413
0.38235294117647056,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5,-0.08881413
0.35294117647058826,0.3235294117647059,0.4411764705882353,0.38235294117647056,0.35294117647058826,-0.08881413
0.47058823529411764,0.5294117647058824,0.5,0.5588235294117647,0.5588235294117647,-0.08881413
0.35294117647058826,0.35294117647058826,0.5,0.4117647058823529,0.4117647058823529,-0.08881413
0.38235294117647056,0.23529411764705882,0.5,0.5,0.47058823529411764,-0.08881413
0.35294117647058826,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5,-0.08881413
0.5294117647058824,0.5294117647058824,0.47058823529411764,0.5,0.5294117647058824,-0.08881413
0.4411764705882353,0.47058823529411764,0.6176470588235294,0.5,0.5,-0.08881413
0.4411764705882353,0.38235294117647056,0.47058823529411764,0.38235294117647056,0.47058823529411764,-0.08881413
0.4117647058823529,0.6176470588235294,0.5588235294117647,0.6176470588235294,0.6470588235294118,-0.08881413
0.4411764705882353,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.5,-0.08881413
0.3235294117647059,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.3235294117647059,-0.08881413
0.5,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,-0.08881413
0.4117647058823529,0.6176470588235294,0.38235294117647056,0.4411764705882353,0.4117647058823529,-0.08881413
0.4117647058823529,0.38235294117647056,0.4117647058823529,0.4411764705882353,0.5,-0.08881413
0.4411764705882353,0.4117647058823529,0.4117647058823529,0.35294117647058826,0.38235294117647056,-0.08881413
0.4117647058823529,0.4411764705882353,0.38235294117647056,0.38235294117647056,0.47058823529411764,-0.08881413
0.4117647058823529,0.4411764705882353,0.6176470588235294,0.5,0.4117647058823529,-0.08881413
0.5588235294117647,0.4411764705882353,0.6470588235294118,0.5882352941176471,0.5,-0.08881413
0.47058823529411764,0.29411764705882354,0.47058823529411764,0.4117647058823529,0.4411764705882353,-0.08881413
0.35294117647058826,0.38235294117647056,0.5,0.4411764705882353,0.4411764705882353,-0.08881413
0.4411764705882353,0.47058823529411764,0.4411764705882353,0.4411764705882353,0.38235294117647056,-0.08881413
0.29411764705882354,0.5294117647058824,0.4411764705882353,0.4117647058823529,0.4117647058823529,-0.08881413
0.29411764705882354,0.4411764705882353,0.5588235294117647,0.47058823529411764,0.47058823529411764,-0.08881413
0.47058823529411764,0.4117647058823529,0.47058823529411764,0.47058823529411764,0.4411764705882353,-0.08881413
0.3235294117647059,0.4411764705882353,0.5882352941176471,0.4411764705882353,0.4411764705882353,-0.08881413
0.3235294117647059,0.35294117647058826,0.47058823529411764,0.35294117647058826,0.3235294117647059,-0.08881413
