KNN,lr,NB,hard-vote,soft-vote,DBSCAN
0.9370860927152318,0.652317880794702,0.5927152317880795,0.7682119205298014,0.7284768211920529,999
0.956953642384106,0.5695364238410596,0.5629139072847682,0.7549668874172185,0.7615894039735099,999
0.9470198675496688,0.6059602649006622,0.6059602649006622,0.7748344370860927,0.7682119205298014,999
0.9602649006622517,0.5927152317880795,0.5860927152317881,0.7649006622516556,0.7317880794701986,999
0.9403973509933775,0.5927152317880795,0.5397350993377483,0.7185430463576159,0.6788079470198676,999
0.9536423841059603,0.6225165562913907,0.5496688741721855,0.7781456953642384,0.7649006622516556,999
0.956953642384106,0.5794701986754967,0.5794701986754967,0.7715231788079471,0.7682119205298014,999
0.9503311258278145,0.6125827814569537,0.5596026490066225,0.7516556291390728,0.6986754966887417,999
0.9370860927152318,0.6688741721854304,0.5662251655629139,0.7913907284768212,0.7450331125827815,999
0.9437086092715232,0.6324503311258278,0.5927152317880795,0.8079470198675497,0.7715231788079471,999
0.9635761589403974,0.6291390728476821,0.5761589403973509,0.7350993377483444,0.7450331125827815,999
0.9635761589403974,0.6258278145695364,0.609271523178808,0.7781456953642384,0.7649006622516556,999
0.9470198675496688,0.6125827814569537,0.5132450331125827,0.7582781456953642,0.7317880794701986,999
0.9602649006622517,0.609271523178808,0.5562913907284768,0.7781456953642384,0.7284768211920529,999
0.9403973509933775,0.6456953642384106,0.5629139072847682,0.7549668874172185,0.7483443708609272,999
0.9635761589403974,0.6655629139072847,0.6125827814569537,0.8178807947019867,0.7649006622516556,999
0.9635761589403974,0.6225165562913907,0.5562913907284768,0.7615894039735099,0.7516556291390728,999
0.9503311258278145,0.5960264900662252,0.5894039735099338,0.7582781456953642,0.7284768211920529,999
0.9370860927152318,0.5927152317880795,0.5298013245033113,0.7417218543046358,0.695364238410596,999
0.9536423841059603,0.6390728476821192,0.5761589403973509,0.7748344370860927,0.7417218543046358,999
0.9437086092715232,0.5993377483443708,0.5662251655629139,0.7814569536423841,0.695364238410596,999
0.9668874172185431,0.6158940397350994,0.543046357615894,0.7549668874172185,0.7350993377483444,999
0.9437086092715232,0.6225165562913907,0.5827814569536424,0.7715231788079471,0.7218543046357616,999
0.9470198675496688,0.6125827814569537,0.6225165562913907,0.7748344370860927,0.7483443708609272,999
0.9403973509933775,0.5993377483443708,0.543046357615894,0.7516556291390728,0.7417218543046358,999
0.9403973509933775,0.6589403973509934,0.5562913907284768,0.7847682119205298,0.7582781456953642,999
0.9370860927152318,0.6456953642384106,0.6158940397350994,0.8211920529801324,0.7814569536423841,999
0.9370860927152318,0.6059602649006622,0.5728476821192053,0.7086092715231788,0.7019867549668874,999
0.9536423841059603,0.6026490066225165,0.5596026490066225,0.7847682119205298,0.7350993377483444,999
0.9602649006622517,0.5993377483443708,0.5562913907284768,0.7682119205298014,0.7284768211920529,999
0.9403973509933775,0.6390728476821192,0.5761589403973509,0.7847682119205298,0.7516556291390728,999
0.9437086092715232,0.6059602649006622,0.5761589403973509,0.7582781456953642,0.7019867549668874,999
0.9801324503311258,0.6821192052980133,0.5562913907284768,0.7847682119205298,0.7417218543046358,999
0.9271523178807947,0.5927152317880795,0.5298013245033113,0.7317880794701986,0.7152317880794702,999
0.9470198675496688,0.5993377483443708,0.5331125827814569,0.7417218543046358,0.7052980132450332,999
0.9370860927152318,0.6125827814569537,0.5827814569536424,0.7682119205298014,0.7350993377483444,999
0.9602649006622517,0.6225165562913907,0.5331125827814569,0.7649006622516556,0.7350993377483444,999
0.9470198675496688,0.5761589403973509,0.5397350993377483,0.7284768211920529,0.7019867549668874,999
0.9635761589403974,0.6258278145695364,0.5993377483443708,0.7880794701986755,0.7582781456953642,999
0.9370860927152318,0.6192052980132451,0.5761589403973509,0.7781456953642384,0.7582781456953642,999
0.9470198675496688,0.6456953642384106,0.5728476821192053,0.7516556291390728,0.7483443708609272,999
