KNN,lr,NB
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
1.1,1.1411764705882352,0.9882352941176471
