KNN,lr,NB
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
0.5764705882352941,0.6411764705882353,0.6941176470588235
